order_id,date,product_id,category,channel,units,unit_price,discount_pct,revenue
O000053,2026-01-01,P029,Casual,Flipkart,3,1401,0.0,4203.0
O000054,2026-01-01,P031,Casual,Website,1,1323,0.1,1190.7
O000055,2026-01-01,P036,Formal,Flipkart,1,1751,0.05,1663.45
O000056,2026-01-01,P019,Casual,Website,1,1348,0.0,1348.0
O000057,2026-01-01,P024,Casual,Myntra,2,1297,0.0,2594.0
O000058,2026-01-01,P006,Running,Website,5,1754,0.0,8770.0
O000059,2026-01-01,P005,Running,Myntra,2,1744,0.0,3488.0
O000060,2026-01-01,P029,Casual,Website,1,1401,0.05,1330.95
O000061,2026-01-01,P020,Casual,Amazon,2,1166,0.0,2332.0
O000062,2026-01-01,P024,Casual,Website,2,1297,0.0,2594.0
O000063,2026-01-01,P034,Formal,Amazon,3,2022,0.0,6066.0
O000064,2026-01-01,P028,Casual,Amazon,1,1417,0.05,1346.15
O000065,2026-01-01,P024,Casual,Amazon,2,1297,0.0,2594.0
O000066,2026-01-01,P024,Casual,Website,1,1297,0.0,1297.0
O000067,2026-01-01,P013,Running,Amazon,1,1793,0.05,1703.35
O000068,2026-01-01,P002,Running,Website,1,1759,0.0,1759.0
O000069,2026-01-01,P018,Casual,Website,1,1461,0.0,1461.0
O000070,2026-01-01,P009,Running,Amazon,1,1762,0.05,1673.9
O000071,2026-01-01,P017,Casual,Website,2,1420,0.1,2556.0
O000072,2026-01-01,P041,Lounge,Amazon,1,1025,0.0,1025.0
O000073,2026-01-01,P010,Running,Amazon,3,1707,0.05,4864.95
O000074,2026-01-01,P003,Running,Myntra,1,1483,0.05,1408.85
O000075,2026-01-01,P012,Running,Website,1,1540,0.1,1386.0
O000076,2026-01-01,P012,Running,Website,1,1540,0.0,1540.0
O000077,2026-01-01,P029,Casual,Website,1,1401,0.1,1260.9
O000078,2026-01-01,P024,Casual,Myntra,1,1297,0.1,1167.3
O000079,2026-01-01,P036,Formal,Amazon,1,1751,0.0,1751.0
O000080,2026-01-01,P029,Casual,Website,3,1401,0.05,3992.85
O000081,2026-01-01,P017,Casual,Amazon,1,1420,0.0,1420.0
O000082,2026-01-01,P038,Formal,Amazon,1,2031,0.0,2031.0
O000083,2026-01-01,P007,Running,Myntra,1,1785,0.15,1517.25
O000084,2026-01-01,P001,Running,Amazon,3,1484,0.0,4452.0
O000085,2026-01-01,P004,Running,Myntra,1,1728,0.05,1641.6
O000086,2026-01-01,P032,Casual,Website,1,1471,0.1,1323.9
O000087,2026-01-01,P019,Casual,Website,1,1348,0.0,1348.0
O000088,2026-01-01,P007,Running,Amazon,1,1785,0.0,1785.0
O000089,2026-01-01,P021,Casual,Myntra,1,1518,0.05,1442.1
O000090,2026-01-01,P007,Running,Website,3,1785,0.05,5087.25
O000091,2026-01-01,P030,Casual,Amazon,1,1429,0.1,1286.1
O000092,2026-01-01,P019,Casual,Myntra,3,1348,0.0,4044.0
O000093,2026-01-01,P016,Running,Website,1,1591,0.0,1591.0
O000094,2026-01-01,P013,Running,Website,2,1793,0.0,3586.0
O000095,2026-01-01,P027,Casual,Flipkart,1,1375,0.05,1306.25
O000096,2026-01-01,P015,Running,Amazon,1,1729,0.0,1729.0
O000097,2026-01-01,P004,Running,Myntra,1,1728,0.05,1641.6
O000098,2026-01-01,P005,Running,Myntra,2,1744,0.1,3139.2
O000099,2026-01-01,P050,Slip-On,Myntra,4,1391,0.05,5285.8
O000100,2026-01-01,P047,Slip-On,Myntra,4,1188,0.1,4276.8
O000101,2026-01-01,P031,Casual,Website,1,1323,0.1,1190.7
O000102,2026-01-01,P011,Running,Flipkart,2,1629,0.0,3258.0
O000103,2026-01-01,P051,Slip-On,Amazon,1,1392,0.1,1252.8
O000104,2026-01-01,P035,Formal,Website,2,2071,0.0,4142.0
O000105,2026-01-01,P031,Casual,Myntra,1,1323,0.05,1256.85
O000106,2026-01-01,P019,Casual,Website,4,1348,0.05,5122.4
O000107,2026-01-01,P011,Running,Amazon,1,1629,0.05,1547.55
O000108,2026-01-01,P004,Running,Website,1,1728,0.1,1555.2
O000109,2026-01-01,P046,Lounge,Myntra,1,1073,0.0,1073.0
O000110,2026-01-01,P019,Casual,Amazon,1,1348,0.0,1348.0
O000111,2026-01-01,P009,Running,Flipkart,1,1762,0.0,1762.0
O000112,2026-01-01,P013,Running,Website,1,1793,0.05,1703.35
O000113,2026-01-01,P025,Casual,Website,2,1334,0.0,2668.0
O000114,2026-01-01,P008,Running,Website,3,1629,0.1,4398.3
O000115,2026-01-01,P042,Lounge,Website,1,1117,0.0,1117.0
O000116,2026-01-01,P034,Formal,Website,1,2022,0.05,1920.9
O000117,2026-01-01,P032,Casual,Amazon,1,1471,0.15,1250.35
O000118,2026-01-01,P018,Casual,Flipkart,2,1461,0.0,2922.0
O000119,2026-01-01,P027,Casual,Amazon,1,1375,0.1,1237.5
O000120,2026-01-01,P025,Casual,Website,2,1334,0.0,2668.0
O000121,2026-01-01,P028,Casual,Flipkart,1,1417,0.0,1417.0
O000122,2026-01-01,P004,Running,Amazon,3,1728,0.15,4406.4
O000123,2026-01-01,P017,Casual,Amazon,4,1420,0.0,5680.0
O000124,2026-01-01,P002,Running,Website,3,1759,0.15,4485.45
O000125,2026-01-01,P021,Casual,Website,1,1518,0.0,1518.0
O000126,2026-01-01,P014,Running,Amazon,1,1780,0.05,1691.0
O000127,2026-01-01,P006,Running,Website,1,1754,0.0,1754.0
O000128,2026-01-01,P005,Running,Myntra,1,1744,0.0,1744.0
O000129,2026-01-01,P025,Casual,Website,1,1334,0.0,1334.0
O000130,2026-01-01,P007,Running,Website,1,1785,0.1,1606.5
O000131,2026-01-01,P048,Slip-On,Amazon,1,1224,0.05,1162.8
O000132,2026-01-01,P025,Casual,Myntra,1,1334,0.1,1200.6
O000133,2026-01-01,P014,Running,Website,1,1780,0.0,1780.0
O000134,2026-01-01,P025,Casual,Website,2,1334,0.15,2267.8
O000135,2026-01-01,P001,Running,Amazon,1,1484,0.05,1409.8
O000136,2026-01-01,P050,Slip-On,Website,1,1391,0.0,1391.0
O000137,2026-01-01,P020,Casual,Website,1,1166,0.0,1166.0
O000138,2026-01-01,P036,Formal,Amazon,1,1751,0.0,1751.0
O000139,2026-01-01,P004,Running,Website,2,1728,0.1,3110.4
O000140,2026-01-01,P021,Casual,Myntra,1,1518,0.1,1366.2
O000141,2026-01-01,P021,Casual,Flipkart,1,1518,0.05,1442.1
O000142,2026-01-01,P049,Slip-On,Myntra,2,1447,0.0,2894.0
O000143,2026-01-01,P025,Casual,Website,2,1334,0.0,2668.0
O000144,2026-01-01,P020,Casual,Website,1,1166,0.0,1166.0
O000145,2026-01-01,P011,Running,Website,1,1629,0.1,1466.1
O000146,2026-01-01,P014,Running,Flipkart,2,1780,0.05,3382.0
O000147,2026-01-01,P022,Casual,Website,1,1447,0.05,1374.65
O000148,2026-01-01,P018,Casual,Amazon,1,1461,0.15,1241.85
O000149,2026-01-01,P001,Running,Website,1,1484,0.15,1261.4
O000150,2026-01-01,P039,Formal,Flipkart,1,1951,0.1,1755.9
O000151,2026-01-01,P046,Lounge,Website,2,1073,0.05,2038.7
O000152,2026-01-01,P006,Running,Amazon,1,1754,0.1,1578.6
O000153,2026-01-01,P024,Casual,Amazon,1,1297,0.0,1297.0
O000154,2026-01-01,P005,Running,Amazon,1,1744,0.05,1656.8
O000155,2026-01-01,P029,Casual,Myntra,1,1401,0.05,1330.95
O000156,2026-01-01,P012,Running,Amazon,2,1540,0.0,3080.0
O000157,2026-01-01,P029,Casual,Website,2,1401,0.1,2521.8
O000158,2026-01-01,P032,Casual,Website,1,1471,0.15,1250.35
O000159,2026-01-01,P035,Formal,Website,1,2071,0.1,1863.9
O000160,2026-01-01,P005,Running,Amazon,1,1744,0.1,1569.6
O000161,2026-01-01,P047,Slip-On,Myntra,2,1188,0.1,2138.4
O000162,2026-01-01,P010,Running,Flipkart,2,1707,0.1,3072.6
O000163,2026-01-01,P002,Running,Website,1,1759,0.1,1583.1
O000164,2026-01-01,P024,Casual,Flipkart,1,1297,0.0,1297.0
O000165,2026-01-01,P015,Running,Website,2,1729,0.05,3285.1
O000166,2026-01-01,P039,Formal,Amazon,1,1951,0.15,1658.35
O000167,2026-01-01,P038,Formal,Website,1,2031,0.0,2031.0
O000168,2026-01-01,P013,Running,Website,1,1793,0.05,1703.35
O000169,2026-01-01,P050,Slip-On,Website,2,1391,0.1,2503.8
O000170,2026-01-01,P012,Running,Website,1,1540,0.0,1540.0
O000171,2026-01-01,P022,Casual,Website,1,1447,0.0,1447.0
O000172,2026-01-01,P011,Running,Amazon,2,1629,0.0,3258.0
O000173,2026-01-01,P048,Slip-On,Website,1,1224,0.1,1101.6
O000174,2026-01-01,P007,Running,Website,5,1785,0.0,8925.0
O000175,2026-01-01,P002,Running,Myntra,1,1759,0.05,1671.05
O000176,2026-01-01,P018,Casual,Website,1,1461,0.0,1461.0
O000177,2026-01-01,P052,Slip-On,Website,3,1161,0.0,3483.0
O000178,2026-01-01,P045,Lounge,Flipkart,2,885,0.0,1770.0
O000179,2026-01-01,P033,Formal,Website,1,1845,0.1,1660.5
O000180,2026-01-01,P045,Lounge,Website,1,885,0.05,840.75
O000181,2026-01-01,P045,Lounge,Myntra,1,885,0.1,796.5
O000182,2026-01-01,P022,Casual,Amazon,1,1447,0.0,1447.0
O000183,2026-01-01,P013,Running,Website,1,1793,0.15,1524.05
O000184,2026-01-01,P035,Formal,Amazon,3,2071,0.05,5902.35
O000185,2026-01-01,P029,Casual,Website,1,1401,0.15,1190.85
O000186,2026-01-01,P015,Running,Amazon,2,1729,0.0,3458.0
O000187,2026-01-01,P004,Running,Website,1,1728,0.0,1728.0
O000188,2026-01-01,P033,Formal,Amazon,1,1845,0.05,1752.75
O000189,2026-01-01,P011,Running,Website,1,1629,0.15,1384.65
O000190,2026-01-01,P048,Slip-On,Website,2,1224,0.15,2080.8
O000191,2026-01-01,P010,Running,Website,1,1707,0.1,1536.3
O000192,2026-01-01,P005,Running,Flipkart,3,1744,0.05,4970.4
O000193,2026-01-01,P039,Formal,Flipkart,1,1951,0.0,1951.0
O000194,2026-01-01,P007,Running,Amazon,1,1785,0.0,1785.0
O000195,2026-01-01,P008,Running,Amazon,1,1629,0.0,1629.0
O000196,2026-01-02,P013,Running,Amazon,2,1793,0.0,3586.0
O000197,2026-01-02,P032,Casual,Amazon,1,1471,0.0,1471.0
O000198,2026-01-02,P019,Casual,Website,2,1348,0.0,2696.0
O000199,2026-01-02,P029,Casual,Flipkart,2,1401,0.05,2661.9
O000200,2026-01-02,P026,Casual,Website,2,1201,0.05,2281.9
O000201,2026-01-02,P020,Casual,Myntra,1,1166,0.0,1166.0
O000202,2026-01-02,P049,Slip-On,Website,1,1447,0.05,1374.65
O000203,2026-01-02,P014,Running,Website,1,1780,0.1,1602.0
O000204,2026-01-02,P008,Running,Website,1,1629,0.0,1629.0
O000205,2026-01-02,P030,Casual,Amazon,1,1429,0.0,1429.0
O000206,2026-01-02,P041,Lounge,Website,2,1025,0.0,2050.0
O000207,2026-01-02,P002,Running,Myntra,1,1759,0.1,1583.1
O000208,2026-01-02,P019,Casual,Website,3,1348,0.0,4044.0
O000209,2026-01-02,P045,Lounge,Flipkart,3,885,0.05,2522.25
O000210,2026-01-02,P033,Formal,Website,2,1845,0.05,3505.5
O000211,2026-01-02,P052,Slip-On,Website,1,1161,0.0,1161.0
O000212,2026-01-02,P023,Casual,Myntra,1,1512,0.05,1436.4
O000213,2026-01-02,P029,Casual,Amazon,1,1401,0.05,1330.95
O000214,2026-01-02,P013,Running,Amazon,3,1793,0.05,5110.05
O000215,2026-01-02,P049,Slip-On,Amazon,1,1447,0.0,1447.0
O000216,2026-01-02,P015,Running,Website,1,1729,0.0,1729.0
O000217,2026-01-02,P032,Casual,Website,1,1471,0.05,1397.45
O000218,2026-01-02,P017,Casual,Myntra,1,1420,0.15,1207.0
O000219,2026-01-02,P024,Casual,Flipkart,2,1297,0.0,2594.0
O000220,2026-01-02,P032,Casual,Website,2,1471,0.05,2794.9
O000221,2026-01-02,P022,Casual,Myntra,1,1447,0.1,1302.3
O000222,2026-01-02,P047,Slip-On,Website,1,1188,0.1,1069.2
O000223,2026-01-02,P017,Casual,Website,1,1420,0.05,1349.0
O000224,2026-01-02,P028,Casual,Website,1,1417,0.1,1275.3
O000225,2026-01-02,P014,Running,Flipkart,1,1780,0.15,1513.0
O000226,2026-01-02,P017,Casual,Amazon,1,1420,0.1,1278.0
O000227,2026-01-02,P018,Casual,Myntra,1,1461,0.05,1387.95
O000228,2026-01-02,P006,Running,Website,3,1754,0.0,5262.0
O000229,2026-01-02,P004,Running,Myntra,1,1728,0.1,1555.2
O000230,2026-01-02,P029,Casual,Website,1,1401,0.1,1260.9
O000231,2026-01-02,P028,Casual,Amazon,1,1417,0.05,1346.15
O000232,2026-01-02,P029,Casual,Amazon,1,1401,0.0,1401.0
O000233,2026-01-02,P001,Running,Amazon,1,1484,0.05,1409.8
O000234,2026-01-02,P014,Running,Website,1,1780,0.0,1780.0
O000235,2026-01-02,P008,Running,Flipkart,1,1629,0.0,1629.0
O000236,2026-01-02,P035,Formal,Amazon,2,2071,0.1,3727.8
O000237,2026-01-02,P042,Lounge,Amazon,1,1117,0.0,1117.0
O000238,2026-01-02,P010,Running,Myntra,3,1707,0.0,5121.0
O000239,2026-01-02,P029,Casual,Flipkart,1,1401,0.1,1260.9
O000240,2026-01-02,P006,Running,Website,1,1754,0.1,1578.6
O000241,2026-01-02,P012,Running,Amazon,1,1540,0.1,1386.0
O000242,2026-01-02,P006,Running,Amazon,1,1754,0.0,1754.0
O000243,2026-01-02,P012,Running,Website,1,1540,0.0,1540.0
O000244,2026-01-02,P029,Casual,Myntra,1,1401,0.05,1330.95
O000245,2026-01-02,P047,Slip-On,Myntra,4,1188,0.05,4514.4
O000246,2026-01-02,P009,Running,Amazon,4,1762,0.0,7048.0
O000247,2026-01-02,P023,Casual,Website,1,1512,0.0,1512.0
O000248,2026-01-02,P031,Casual,Website,3,1323,0.0,3969.0
O000249,2026-01-02,P050,Slip-On,Flipkart,1,1391,0.0,1391.0
O000250,2026-01-02,P026,Casual,Website,3,1201,0.0,3603.0
O000251,2026-01-02,P011,Running,Website,1,1629,0.05,1547.55
O000252,2026-01-02,P027,Casual,Website,2,1375,0.1,2475.0
O000253,2026-01-02,P013,Running,Website,3,1793,0.0,5379.0
O000254,2026-01-02,P051,Slip-On,Myntra,2,1392,0.05,2644.8
O000255,2026-01-02,P016,Running,Website,1,1591,0.05,1511.45
O000256,2026-01-02,P030,Casual,Website,1,1429,0.1,1286.1
O000257,2026-01-02,P001,Running,Flipkart,1,1484,0.0,1484.0
O000258,2026-01-02,P017,Casual,Amazon,1,1420,0.05,1349.0
O000259,2026-01-02,P044,Lounge,Flipkart,1,1155,0.05,1097.25
O000260,2026-01-02,P026,Casual,Website,1,1201,0.05,1140.95
O000261,2026-01-02,P019,Casual,Amazon,1,1348,0.0,1348.0
O000262,2026-01-02,P048,Slip-On,Website,3,1224,0.1,3304.8
O000263,2026-01-02,P041,Lounge,Amazon,2,1025,0.1,1845.0
O000264,2026-01-02,P013,Running,Amazon,1,1793,0.05,1703.35
O000265,2026-01-02,P023,Casual,Myntra,2,1512,0.05,2872.8
O000266,2026-01-02,P021,Casual,Myntra,2,1518,0.0,3036.0
O000267,2026-01-02,P027,Casual,Amazon,1,1375,0.1,1237.5
O000268,2026-01-02,P014,Running,Website,1,1780,0.15,1513.0
O000269,2026-01-02,P010,Running,Website,1,1707,0.0,1707.0
O000270,2026-01-02,P047,Slip-On,Website,3,1188,0.0,3564.0
O000271,2026-01-02,P048,Slip-On,Website,1,1224,0.0,1224.0
O000272,2026-01-02,P040,Formal,Amazon,1,1977,0.05,1878.15
O000273,2026-01-02,P051,Slip-On,Amazon,1,1392,0.1,1252.8
O000274,2026-01-02,P033,Formal,Myntra,2,1845,0.0,3690.0
O000275,2026-01-02,P034,Formal,Amazon,1,2022,0.0,2022.0
O000276,2026-01-02,P034,Formal,Myntra,1,2022,0.0,2022.0
O000277,2026-01-02,P020,Casual,Website,1,1166,0.05,1107.7
O000278,2026-01-02,P019,Casual,Website,1,1348,0.0,1348.0
O000279,2026-01-02,P010,Running,Myntra,3,1707,0.15,4352.85
O000280,2026-01-02,P028,Casual,Website,4,1417,0.0,5668.0
O000281,2026-01-02,P012,Running,Website,1,1540,0.05,1463.0
O000282,2026-01-02,P011,Running,Website,2,1629,0.1,2932.2
O000283,2026-01-02,P025,Casual,Website,4,1334,0.0,5336.0
O000284,2026-01-02,P017,Casual,Amazon,2,1420,0.0,2840.0
O000285,2026-01-02,P009,Running,Website,1,1762,0.0,1762.0
O000286,2026-01-02,P038,Formal,Website,3,2031,0.0,6093.0
O000287,2026-01-02,P042,Lounge,Flipkart,1,1117,0.0,1117.0
O000288,2026-01-02,P007,Running,Website,2,1785,0.15,3034.5
O000289,2026-01-02,P001,Running,Amazon,1,1484,0.05,1409.8
O000290,2026-01-02,P014,Running,Myntra,1,1780,0.1,1602.0
O000291,2026-01-02,P037,Formal,Website,1,1938,0.0,1938.0
O000292,2026-01-02,P040,Formal,Website,2,1977,0.05,3756.3
O000293,2026-01-02,P006,Running,Website,1,1754,0.1,1578.6
O000294,2026-01-02,P035,Formal,Website,1,2071,0.0,2071.0
O000295,2026-01-02,P005,Running,Myntra,2,1744,0.15,2964.8
O000296,2026-01-02,P016,Running,Flipkart,1,1591,0.0,1591.0
O000297,2026-01-02,P052,Slip-On,Amazon,2,1161,0.0,2322.0
O000298,2026-01-02,P008,Running,Amazon,1,1629,0.0,1629.0
O000299,2026-01-02,P007,Running,Website,3,1785,0.0,5355.0
O000300,2026-01-02,P018,Casual,Flipkart,1,1461,0.0,1461.0
O000301,2026-01-02,P027,Casual,Myntra,1,1375,0.0,1375.0
O000302,2026-01-02,P048,Slip-On,Website,1,1224,0.05,1162.8
O000303,2026-01-02,P051,Slip-On,Flipkart,1,1392,0.1,1252.8
O000304,2026-01-02,P003,Running,Website,1,1483,0.1,1334.7
O000305,2026-01-02,P006,Running,Amazon,1,1754,0.1,1578.6
O000306,2026-01-02,P036,Formal,Myntra,1,1751,0.15,1488.35
O000307,2026-01-02,P011,Running,Amazon,2,1629,0.1,2932.2
O000308,2026-01-02,P044,Lounge,Website,2,1155,0.0,2310.0
O000309,2026-01-02,P029,Casual,Amazon,1,1401,0.0,1401.0
O000310,2026-01-02,P005,Running,Myntra,2,1744,0.05,3313.6
O000311,2026-01-02,P040,Formal,Myntra,1,1977,0.15,1680.45
O000312,2026-01-02,P008,Running,Amazon,3,1629,0.05,4642.65
O000313,2026-01-02,P018,Casual,Website,1,1461,0.1,1314.9
O000314,2026-01-02,P024,Casual,Myntra,1,1297,0.0,1297.0
O000315,2026-01-02,P021,Casual,Myntra,2,1518,0.0,3036.0
O000316,2026-01-02,P030,Casual,Website,3,1429,0.05,4072.65
O000317,2026-01-02,P028,Casual,Website,1,1417,0.0,1417.0
O000318,2026-01-02,P052,Slip-On,Website,1,1161,0.15,986.85
O000319,2026-01-02,P052,Slip-On,Myntra,1,1161,0.0,1161.0
O000320,2026-01-02,P022,Casual,Amazon,3,1447,0.1,3906.9
O000321,2026-01-02,P004,Running,Website,1,1728,0.0,1728.0
O000322,2026-01-02,P032,Casual,Amazon,4,1471,0.05,5589.8
O000323,2026-01-02,P051,Slip-On,Flipkart,1,1392,0.1,1252.8
O000324,2026-01-02,P013,Running,Website,1,1793,0.15,1524.05
O000325,2026-01-02,P019,Casual,Website,2,1348,0.0,2696.0
O000326,2026-01-02,P018,Casual,Website,1,1461,0.0,1461.0
O000327,2026-01-02,P003,Running,Website,1,1483,0.1,1334.7
O000328,2026-01-02,P029,Casual,Flipkart,2,1401,0.05,2661.9
O000329,2026-01-02,P015,Running,Website,2,1729,0.05,3285.1
O000330,2026-01-02,P036,Formal,Myntra,1,1751,0.0,1751.0
O000331,2026-01-02,P040,Formal,Website,1,1977,0.1,1779.3
O000332,2026-01-02,P039,Formal,Myntra,1,1951,0.0,1951.0
O000333,2026-01-02,P017,Casual,Website,1,1420,0.05,1349.0
O000334,2026-01-02,P013,Running,Amazon,1,1793,0.0,1793.0
O000335,2026-01-02,P033,Formal,Amazon,2,1845,0.0,3690.0
O000336,2026-01-02,P037,Formal,Amazon,3,1938,0.0,5814.0
O000337,2026-01-02,P021,Casual,Website,1,1518,0.05,1442.1
O000338,2026-01-02,P045,Lounge,Myntra,1,885,0.05,840.75
O000339,2026-01-02,P006,Running,Amazon,2,1754,0.15,2981.8
O000340,2026-01-02,P044,Lounge,Amazon,1,1155,0.1,1039.5
O000341,2026-01-02,P004,Running,Amazon,1,1728,0.05,1641.6
O000342,2026-01-02,P007,Running,Flipkart,2,1785,0.05,3391.5
O000343,2026-01-02,P023,Casual,Website,1,1512,0.0,1512.0
O000344,2026-01-02,P003,Running,Amazon,1,1483,0.1,1334.7
O000345,2026-01-02,P003,Running,Amazon,1,1483,0.0,1483.0
O000346,2026-01-02,P001,Running,Amazon,1,1484,0.0,1484.0
O000347,2026-01-02,P018,Casual,Myntra,1,1461,0.0,1461.0
O000348,2026-01-02,P035,Formal,Flipkart,3,2071,0.0,6213.0
O000349,2026-01-02,P002,Running,Website,1,1759,0.0,1759.0
O000350,2026-01-02,P028,Casual,Amazon,3,1417,0.1,3825.9
O000351,2026-01-02,P039,Formal,Amazon,1,1951,0.1,1755.9
O000352,2026-01-02,P007,Running,Amazon,1,1785,0.15,1517.25
O000353,2026-01-02,P006,Running,Website,3,1754,0.05,4998.9
O000354,2026-01-02,P042,Lounge,Amazon,1,1117,0.0,1117.0
O000355,2026-01-02,P039,Formal,Website,1,1951,0.0,1951.0
O000356,2026-01-02,P023,Casual,Myntra,1,1512,0.05,1436.4
O000357,2026-01-02,P039,Formal,Myntra,1,1951,0.05,1853.45
O000358,2026-01-02,P004,Running,Website,1,1728,0.0,1728.0
O000359,2026-01-02,P016,Running,Website,1,1591,0.0,1591.0
O000360,2026-01-02,P032,Casual,Myntra,1,1471,0.0,1471.0
O000361,2026-01-02,P011,Running,Amazon,1,1629,0.0,1629.0
O000362,2026-01-02,P033,Formal,Website,2,1845,0.1,3321.0
O000363,2026-01-02,P021,Casual,Website,1,1518,0.05,1442.1
O000364,2026-01-02,P033,Formal,Website,3,1845,0.05,5258.25
O000365,2026-01-02,P020,Casual,Website,1,1166,0.0,1166.0
O000366,2026-01-02,P015,Running,Amazon,1,1729,0.05,1642.55
O000367,2026-01-02,P009,Running,Website,3,1762,0.05,5021.7
O000368,2026-01-02,P009,Running,Website,1,1762,0.0,1762.0
O000369,2026-01-02,P033,Formal,Website,1,1845,0.1,1660.5
O000370,2026-01-02,P005,Running,Flipkart,1,1744,0.0,1744.0
O000371,2026-01-02,P004,Running,Myntra,2,1728,0.15,2937.6
O000372,2026-01-02,P008,Running,Myntra,3,1629,0.05,4642.65
O000373,2026-01-02,P008,Running,Amazon,1,1629,0.0,1629.0
O000374,2026-01-02,P039,Formal,Myntra,1,1951,0.1,1755.9
O000375,2026-01-02,P016,Running,Website,1,1591,0.15,1352.35
O000376,2026-01-02,P052,Slip-On,Website,1,1161,0.0,1161.0
O000377,2026-01-02,P006,Running,Myntra,3,1754,0.0,5262.0
O000378,2026-01-02,P028,Casual,Amazon,1,1417,0.15,1204.45
O000379,2026-01-02,P019,Casual,Myntra,1,1348,0.15,1145.8
O000380,2026-01-02,P016,Running,Website,1,1591,0.05,1511.45
O000381,2026-01-02,P044,Lounge,Amazon,1,1155,0.1,1039.5
O000382,2026-01-02,P051,Slip-On,Website,1,1392,0.1,1252.8
O000383,2026-01-02,P043,Lounge,Flipkart,2,880,0.05,1672.0
O000384,2026-01-02,P008,Running,Flipkart,1,1629,0.05,1547.55
O000385,2026-01-02,P009,Running,Website,1,1762,0.05,1673.9
O000386,2026-01-02,P029,Casual,Website,1,1401,0.0,1401.0
